Crankshaft,Overheating,Lubricant,Misfires,Piston,Starter,Temperature,Humidity,Altitude,Decision
13.238693655528879,19.7056463423096,7.94420307803939,6.804087869771836,12.494738487284268,334.8074427603827,29.68231982503259,69.60582334554074,453.3564122134449,Moderate
13.97720388390399,16.96610714330289,9.078265485801953,5.685900358084295,9.658102560086213,351.4242743201737,23.785822291324088,57.50851138254624,2616.4056506819193,Minor
7.301366407763605,14.711145871420696,11.674196657288906,3.6534789819517406,10.668654353670526,376.9708089687047,19.353291615920693,50.835118768071965,1681.1287976462254,Good
8.609294882600732,17.81843784216508,11.200861803567426,4.569412428884304,8.579214878851422,342.8437032863706,22.414913162952626,83.06747046618881,1709.9211214975594,Minor
9.592406560027912,15.549935462076823,12.837864811675166,4.978165923825229,8.166429683178768,395.3917893372949,23.16048876387241,62.38351091150552,1399.963501699477,Minor
14.158344966100616,22.901494519310656,9.756790823626119,6.524349318623353,9.796200427647943,349.1206104938614,25.394428922535493,77.26238471640924,2009.1572737893835,Moderate
8.471229116217131,13.550310988069565,11.997785427508349,2.9173022549816015,6.720345376267669,386.01707391896343,20.23423314168797,46.33304759563822,2240.695005725501,Good
12.596701132341165,20.156818961773574,9.31444513222961,6.852793301863183,9.554521139302981,341.4293400049645,22.657489904196776,47.7255608563069,2639.348891036571,Moderate
11.33157640916256,19.97037405328286,9.28419873268933,6.717720946292754,12.332816644510174,364.3497920633285,24.728958407830913,52.734376375727045,558.6682419288256,Moderate
7.888904602206763,11.215057787878255,12.909943687467154,2.715374495746321,6.011013797834249,399.8392676189116,24.96400494760012,66.20773075207788,815.9789287807176,Good
10.498231640835261,17.200866153462,12.664075971141186,5.285406890753217,6.092428291377114,335.7604081688355,20.302439249426325,74.11335393808663,924.8237786712684,Minor
12.614008534604663,21.10413311781983,8.499379526417547,8.5109301184898,10.899493632213934,322.6767150368315,23.03230393929376,62.53396018117697,2608.820894335782,Moderate
11.401386358555516,18.690942858669544,11.079606147564517,7.403444867447562,11.945862686177872,317.58000045202544,26.880671303544574,83.49558100301066,1864.3087188964807,Moderate
13.127910012344143,19.922492108243258,7.077948255420747,6.368686046911758,12.379339893045442,315.1004941479002,26.323628984066723,70.67890091912552,2777.443446195187,Moderate
13.276194188220895,18.060235700180925,9.326848619706835,7.1734828299444775,10.410600099011688,351.2022061106416,21.736760266257857,52.70984322215588,1234.6307066871193,Minor
14.009477663311854,19.664134042567273,10.027840952914339,7.898998987236833,12.498523670003978,342.9534131938302,31.125077202965194,79.12864170856275,2317.671958259841,Moderate
9.26556373221257,8.065860592825695,15.465312263680794,2.471083620895345,6.269249225456283,372.3760228087502,20.331647358656394,52.50259505109865,1029.4066605418982,Good
16.694846244118363,24.683760296505064,6.710308918535438,7.683900487516725,14.92466613120042,324.0457043649311,31.297201701335005,67.89974515465265,679.4107062241893,Critical
16.13317581221443,19.63156342753247,7.575549628888593,7.493232394771696,9.514792243402006,331.1811228322724,29.4815204651525,50.02971657844934,2407.0144172502946,Moderate
15.583168376215536,24.803370131745318,6.245343853952402,9.894060465269208,12.27307961980979,328.80781066924095,31.696417521368403,51.03578434442834,830.3816658821419,Critical
18.813778431915953,26.125589594262536,6.333352173600484,8.846031001018371,11.892992496221323,315.6243919231518,35.875488923355284,35.49144237823894,2159.8261332896486,Critical
9.84330022384892,12.195626586186615,10.793310391939723,4.152348638961926,6.600680574390262,364.32612448066624,23.08663232503683,68.12394191363288,862.2468512418604,Good
6.566244645328888,12.01976652550213,11.09735827338918,4.658751680671238,6.806502586282799,356.906338575387,26.010907064021033,85.29129188425735,1822.2419279321753,Minor
18.20274116999498,23.123333263503692,6.602218430095727,9.83607762957555,14.968535976443606,299.9282744393092,33.49678173533559,66.39452380928859,1132.2935799791373,Critical
12.064257143150469,15.123865267739072,9.951180728758823,4.75992153882109,10.442239935297618,348.7941098559179,18.818827401481144,89.85560541480665,2434.594621593425,Minor
15.379232276999879,23.818397508098077,5.754365117491968,9.871158938479287,14.011972873060733,311.7524383198901,25.37717433007954,30.800690876376237,2028.7766473605511,Critical
9.290431171900114,14.325677155069972,12.486777023309141,3.25893042822569,5.514979429145291,378.11311058512507,18.599433768800242,70.56135360146,125.92070482871132,Good
17.120130840624093,25.604991402484334,6.568760968712379,10.368776648873704,13.956863588600507,328.7459698667747,27.44820620363022,76.87571222328422,575.7707490039992,Critical
11.85333232678796,19.96911818101259,7.065421041535833,6.382638604830772,10.547451406800059,328.02218282777034,24.129535424472124,53.564002070175356,1500.9379948616902,Moderate
16.12550540064585,27.905557699098964,4.2528685021477735,8.047036208894548,12.29038388961552,319.91777007637353,32.8330984060687,65.05230630729416,2194.9576547751813,Critical
